Sentiment,L1 Cluster ID,L1 Cluster,L1 Phrase Count,L1 Review Count,L1 Rating (Phrase),L1 Rating (Review),L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Review Count,L2 Rating (Phrase),L2 Rating (Review),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I1, very dry T-Zone quickly,16,16,4.875,4.875,P4L4I1, absorbs very well,P4R601,5,No,Yes,No,14,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I2, combination acne prone skin,25,25,4.88,4.88,P4L4I2, combination acne prone skin,P4R601,5,No,Yes,No,14,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I3, calm any redness,37,36,4.916666667,4.918918919,P4L4I3, calm any redness,P4R601,5,No,Yes,No,14,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I4, dark acne scars,21,20,4.95,4.952380952,P4L4I4, dark acne scars,P4R601,5,No,Yes,No,14,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I1, very dry T-Zone quickly,27,27,5,5,P4L4I5, recommend trying this product,P4R601,5,No,Yes,No,14,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I4,Price,81,78,4.925925926,4.923076923,P4L3I1, very dry T-Zone quickly,14,14,5,5,P4L4I6, price is worth it,P4R601,5,No,Yes,No,14,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I1, very dry T-Zone quickly,28,27,4.925925926,4.892857143,P4L4I7, never caused an acne flare,P4R601,5,No,Yes,No,14,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I5, Very gentle,16,16,4.9375,4.9375,P4L4I8, does NOT leave skin oily/greasy,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I1, very dry T-Zone quickly,16,16,4.875,4.875,P4L4I9, absorbs it immediately,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I3, calm any redness,16,16,4.8125,4.8125,P4L4I10, not look glossy midday,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I3, calm any redness,37,36,4.916666667,4.918918919,P4L4I11, reduced redness,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I6, price is worth it,17,17,4.294117647,4.294117647,P4L4I12, combination skin,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I7, Age is [35],47,46,4.760869565,4.744680851,P4L4I13, good hydrating moisturizer,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I5, Very gentle,35,34,4.882352941,4.885714286,P4L4I14, this one is PERFECTION,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I6,Purchase,63,60,4.936507937,4.933333333,P4L3I1, very dry T-Zone quickly,26,24,4.916666667,4.923076923,P4L4I15, lifetime product for me,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I5, Very gentle,14,14,4.785714286,4.785714286,P4L4I16, first tried this moisturizer as a free sample,P4R605,5,No,Yes,No,26,1,,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I4, dark acne scars,22,20,4.7,4.727272727,P4L4I17, feels thick,P4R606,5,No,Yes,No,7,0,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I8, fungal acne,12,12,4.75,4.75,P4L4I18, sensitive dry/combo skin,P4R606,5,No,Yes,No,7,0,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I7, Age is [35],47,46,4.760869565,4.744680851,P4L4I19, thick and hydrating,P4R606,5,No,Yes,No,7,0,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I9, redness gone,38,33,4.666666667,4.710526316,P4L4I20, pcos so,P4R606,5,No,Yes,No,7,0,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I3, calm any redness,37,36,4.916666667,4.918918919,P4L4I21, less redness,P4R606,5,No,Yes,No,7,0,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I10, broken out of my forehead and this product made me break out,20,18,5,5,P4L4I22, No bumps or acne,P4R606,5,No,Yes,No,7,0,,Blackheads
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I5, Very gentle,35,34,4.882352941,4.885714286,P4L4I23, #holygrail,P4R606,5,No,Yes,No,7,0,,Blackheads
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I5, Very gentle,15,15,4.933333333,4.933333333,P4L4I24, laneige water cream for a year,P4R606,5,No,Yes,No,7,0,,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I4, dark acne scars,22,20,4.7,4.727272727,P4L4I25, thicker,P4R608,4,No,Yes,No,0,0,,Dullness
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I11, never caused an acne flare,4,4,4.5,4.5,P4L4I26, soaks well,P4R608,4,No,Yes,No,0,0,,Dullness
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I12, recommend trying this product,19,18,4.722222222,4.526315789,P4L4I27, feels smooth,P4R608,4,No,Yes,No,0,0,,Dullness
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I7, Age is [35],47,46,4.760869565,4.744680851,P4L4I28, skill looks more hydrated,P4R608,4,No,Yes,No,0,0,,Dullness
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I6, price is worth it,20,20,4.8,4.8,P4L4I29, lightweight,P4R611,5,No,Yes,No,3,0,45-54,Sun Damage
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I13, have eczema,68,67,4.865671642,4.867647059,P4L4I30, have eczema,P4R611,5,No,Yes,No,3,0,45-54,Sun Damage
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I1, very dry T-Zone quickly,43,41,4.926829268,4.930232558,P4L4I31, dry ski,P4R611,5,No,Yes,No,3,0,45-54,Sun Damage
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I7, Age is [35],16,15,4.8,4.75,P4L4I32, doesn't make me super oily,P4R619,5,No,Yes,No,16,3,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I8, fungal acne,19,19,4.684210526,4.684210526,P4L4I33, thick cream,P4R619,5,No,Yes,No,16,3,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I5, Very gentle,14,14,4.785714286,4.785714286,P4L4I34, because I started watching a lot of skincare,P4R619,5,No,Yes,No,16,3,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I1, very dry T-Zone quickly,12,9,4.888888889,4.833333333,P4L4I35, oat,P4R619,5,No,Yes,No,16,3,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I10,Brand,34,30,4.764705882,4.766666667,P4L3I5, Very gentle,27,23,4.695652174,4.703703704,P4L4I36, this brand is vegan AND cruelty free,P4R619,5,No,Yes,No,16,3,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I11,Application,127,121,4.779527559,4.785123967,P4L3I5, Very gentle,16,15,4.866666667,4.8125,P4L4I37, my face and neck,P4R619,5,No,Yes,No,16,3,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I1, very dry T-Zone quickly,28,27,4.925925926,4.892857143,P4L4I38, even though i have combo skin,P4R619,5,No,Yes,No,16,3,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I2, combination acne prone skin,2,2,5,5,P4L4I39,,P4R619,5,No,Yes,No,16,3,,Acne
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I9,Ingredients,14,12,3.071428571,3.25,P4L3I1, very dry T-Zone quickly,14,12,3.25,3.071428571,P4L4I40, containing citrus extracts/fragrance,P4R619,5,No,Yes,No,16,3,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I14, Read reviews on this product,5,5,4.8,4.8,P4L4I41, sinks right in,P4R621,5,No,Yes,No,3,1,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I12, recommend trying this product,19,18,4.722222222,4.526315789,P4L4I42, feels super smooth,P4R621,5,No,Yes,No,3,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I15, sensitive dry/combo skin,35,35,4.657142857,4.657142857,P4L4I43, extremely moisturizing,P4R621,5,No,Yes,No,3,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I4,Price,81,78,4.925925926,4.923076923,P4L3I5, Very gentle,23,23,4.956521739,4.956521739,P4L4I44, Great price too,P4R621,5,No,Yes,No,3,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I12,Packaging,51,46,4.784313725,4.804347826,P4L3I1, very dry T-Zone quickly,9,9,4.444444444,4.444444444,P4L4I45, $14/2oz tube,P4R621,5,No,Yes,No,3,1,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I16, Thank you First Aid Beauty!!,35,32,4.9375,4.942857143,P4L4I46, not greasy,P4R623,5,Yes,Yes,No,12,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I17, No bumps or acne,14,14,4.714285714,4.714285714,P4L4I47, I have rosacea,P4R623,5,Yes,Yes,No,12,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I3, calm any redness,37,36,4.916666667,4.918918919,P4L4I48, most of the redness go away,P4R623,5,Yes,Yes,No,12,0,,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I1, very dry T-Zone quickly,26,26,4.846153846,4.846153846,P4L4I49, doesn't smell bad,P4R623,5,Yes,Yes,No,12,0,,Aging
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I10, broken out of my forehead and this product made me break out,6,6,4.666666667,4.666666667,P4L4I50, rich consistency,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I6, price is worth it,20,20,4.8,4.8,P4L4I51, doesn't feel too heavy,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I18, laneige water cream for a year,14,13,4.692307692,4.714285714,P4L4I52, reducing irritation,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I19, #holygrail,12,12,5,5,P4L4I53, soothing the skin,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I20, husband,7,7,5,5,P4L4I54, act up with changes in the weather,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I4,Price,81,78,4.925925926,4.923076923,P4L3I5, Very gentle,23,23,4.956521739,4.956521739,P4L4I55, For the price,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I4,Price,81,78,4.925925926,4.923076923,P4L3I1, very dry T-Zone quickly,14,14,5,5,P4L4I56, this is definitely well worth it,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I5, Very gentle,11,11,4.363636364,4.363636364,P4L4I57, appreciate that this is fragrance free,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I5, Very gentle,14,14,4.785714286,4.785714286,P4L4I58, first ingredient is colloidal oatmeal,P4R624,5,Yes,Yes,No,22,1,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I2, combination acne prone skin,16,16,2.375,2.375,P4L4I59, didn't break me out,P4R624,5,Yes,Yes,No,22,1,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I13, have eczema,17,16,4.8125,4.823529412,P4L4I60, soaks into my skin quickly,P4R627,5,Yes,Yes,No,9,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I7, Age is [35],16,15,4.8,4.75,P4L4I61, no oiliness throughout the day,P4R627,5,Yes,Yes,No,9,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I21, thicker,19,19,4.947368421,4.947368421,P4L4I62, oily skin,P4R627,5,Yes,Yes,No,9,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I22, soaks well,9,9,5,5,P4L4I63, flakiness is gone,P4R627,5,Yes,Yes,No,9,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I4,Price,81,78,4.925925926,4.923076923,P4L3I5, Very gentle,23,23,4.956521739,4.956521739,P4L4I64, Great price for an amazing product,P4R627,5,Yes,Yes,No,9,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I8, fungal acne,19,19,4.684210526,4.684210526,P4L4I65, thickness of the cream,P4R628,5,No,Yes,No,4,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I23, feels smooth,15,15,4.733333333,4.733333333,P4L4I66, soothes and moisturizes heavenly,P4R628,5,No,Yes,No,4,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I5, Very gentle,14,14,4.785714286,4.785714286,P4L4I67, finally found a great moisturizer,P4R628,5,No,Yes,No,4,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I4, dark acne scars,10,10,3.6,3.6,P4L4I68, bit much for my oily,P4R628,5,No,Yes,No,4,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I12, recommend trying this product,13,13,1.846153846,1.846153846,P4L4I69, acne prone skin,P4R628,5,No,Yes,No,4,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I24, combination skin,5,5,4.6,4.6,P4L4I70, Soothing cream that sinks into skin,P4R630,5,Yes,Yes,No,4,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I13, have eczema,68,67,4.865671642,4.867647059,P4L4I71, occasional redness due to eczema,P4R630,5,Yes,Yes,No,4,0,,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I1, very dry T-Zone quickly,26,26,4.846153846,4.846153846,P4L4I72, No fragrance,P4R630,5,Yes,Yes,No,4,0,,Aging
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I7, Age is [35],16,15,4.8,4.75,P4L4I73, not too oily,P4R633,5,No,Yes,No,1,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I7, Age is [35],47,46,4.760869565,4.744680851,P4L4I74, SO great! Really kept my skin so hydrated,P4R633,5,No,Yes,No,1,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I6,Purchase,63,60,4.936507937,4.933333333,P4L3I5, Very gentle,16,16,4.9375,4.9375,P4L4I75, still had well over half of the tub left,P4R633,5,No,Yes,No,1,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I3, calm any redness,31,31,4.838709677,4.838709677,P4L4I76, colder months,P4R633,5,No,Yes,No,1,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I10,Brand,34,30,4.764705882,4.766666667,P4L3I5, Very gentle,27,23,4.695652174,4.703703704,P4L4I77, with other FAB products,P4R633,5,No,Yes,No,1,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I12, recommend trying this product,19,18,4.722222222,4.526315789,P4L4I78, ur skin Very soft,P4R636,5,Yes,Yes,Yes,1,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I8, fungal acne,19,19,4.684210526,4.684210526,P4L4I79, not oily cream,P4R639,4,No,Yes,No,3,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I11,Application,127,121,4.779527559,4.785123967,P4L3I2, combination acne prone skin,13,13,4.692307692,4.692307692,P4L4I80, apply my night time retinoid,P4R639,4,No,Yes,No,3,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I11,Application,127,121,4.779527559,4.785123967,P4L3I3, calm any redness,21,19,4.789473684,4.80952381,P4L4I81, my décolletage,P4R639,4,No,Yes,No,3,0,,Acne
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I1,Texture,54,47,2.962962963,3.042553191,P4L3I1, very dry T-Zone quickly,12,11,3.090909091,2.916666667,P4L4I82, rich but not oily cream. It stays tacky for a while,P4R639,4,No,Yes,No,3,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I8, fungal acne,19,19,4.684210526,4.684210526,P4L4I83, heavy cream,P4R643,5,No,Yes,No,0,1,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I4, dark acne scars,12,11,3.090909091,3.083333333,P4L4I84, giving me a tingling sensation,P4R643,5,No,Yes,No,0,1,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I25, this one is PERFECTION,14,13,5,5,P4L4I85, without feeling oily/ greasy,P4R650,5,No,Yes,No,1,0,18-24,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I11, never caused an acne flare,4,4,4.5,4.5,P4L4I86, soaks in nicely,P4R650,5,No,Yes,No,1,0,18-24,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I16, Thank you First Aid Beauty!!,35,32,4.9375,4.942857143,P4L4I87, not leaving the skin super shiny and greasy looking,P4R650,5,No,Yes,No,1,0,18-24,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I25, this one is PERFECTION,14,13,5,5,P4L4I88, without making my skin look nor feel greasy,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I26, pcos so,8,7,5,5,P4L4I89, damaged moisture barrier,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I14,Performance,84,74,4.928571429,4.932432432,P4L3I4, dark acne scars,28,23,4.956521739,4.964285714,P4L4I90, intense acne,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I14,Performance,84,74,4.928571429,4.932432432,P4L3I27, absorbs very well,31,26,4.961538462,4.935483871,P4L4I91, protect and nourish my damaged moisture,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I12,Packaging,51,46,4.784313725,4.804347826,P4L3I3, calm any redness,17,12,4.75,4.705882353,P4L4I92, amount you use is important,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I12,Packaging,51,46,4.784313725,4.804347826,P4L3I3, calm any redness,17,12,4.75,4.705882353,P4L4I93, good,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I12,Packaging,51,46,4.784313725,4.804347826,P4L3I3, calm any redness,17,12,4.75,4.705882353,P4L4I94, standard moisturizer,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I5, Very gentle,14,14,4.785714286,4.785714286,P4L4I95, making it my permanent moisturizer,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I11,Application,127,121,4.779527559,4.785123967,P4L3I5, Very gentle,16,15,4.866666667,4.8125,P4L4I37, my face and neck,P4R651,5,No,Yes,No,16,2,13-17,Blackheads
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I26, pcos so,10,10,4.2,4.2,P4L4I96, nice texture,P4R654,3,No,No,No,8,0,45-54,Aging
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I13,Odor,32,25,2.78125,2.92,P4L3I1, very dry T-Zone quickly,32,25,2.92,2.78125,P4L4I97, can't get past the scent. of eucalyptus is quite strong,P4R654,3,No,No,No,8,0,45-54,Aging
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I26, pcos so,10,10,4.2,4.2,P4L4I98, love the texture,P4R655,5,No,Yes,No,0,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I28, very moisturizing,39,37,4.783783784,4.794871795,P4L4I99, skin loves it,P4R655,5,No,Yes,No,0,0,,Aging
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I13, have eczema,17,16,4.8125,4.823529412,P4L4I100, absorbs into the skin fast,P4R662,5,No,Yes,No,6,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I29, feels thick,20,19,4.894736842,4.9,P4L4I101, leaves no residue on the skin,P4R662,5,No,Yes,No,6,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I30, bumps my rash had,29,29,4.896551724,4.896551724,P4L4I102, my skin looked more hydrated,P4R662,5,No,Yes,No,6,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I1, very dry T-Zone quickly,27,27,5,5,P4L4I103, love this product,P4R662,5,No,Yes,No,6,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I1,Texture,313,300,4.782747604,4.793333333,P4L3I25, this one is PERFECTION,14,13,5,5,P4L4I104, without leaving a greasy residue,P4R666,5,No,Yes,No,2,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I7, Age is [35],47,46,4.760869565,4.744680851,P4L4I105, balance of hydration,P4R666,5,No,Yes,No,2,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I4,Price,81,78,4.925925926,4.923076923,P4L3I5, Very gentle,23,23,4.956521739,4.956521739,P4L4I106, great price for the quantity,P4R666,5,No,Yes,No,2,1,,Acne
