Sentiment,L1 Cluster ID,L1 Cluster,L1 Phrase Count,L1 Review Count,L1 Rating (Phrase),L1 Rating (Review),L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Review Count,L2 Rating (Phrase),L2 Rating (Review),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I9, redness gone,38,33,4.666666667,4.710526316,P4L4I1065, otally see and feel a difference,P4R824,5,No,Yes,No,5,1,,Redness
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I6,Purchase,63,60,4.936507937,4.933333333,P4L3I2, combination acne prone skin,17,16,4.9375,4.941176471,P4L4I1066, definitely repurchase,P4R824,5,No,Yes,No,5,1,,Redness
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I5, Very gentle,14,14,4.785714286,4.785714286,P4L4I1067, Ultra Repair Cream because I liked the value,P4R824,5,No,Yes,No,5,1,,Redness
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I1, very dry T-Zone quickly,12,11,3.909090909,3.916666667,P4L4I1068, and reviews,P4R824,5,No,Yes,No,5,1,,Redness
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I4, dark acne scars,21,20,4.95,4.952380952,P4L4I1069, healed up my acne scars,P4R830,5,No,Yes,No,10,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I28, very moisturizing,39,37,4.783783784,4.794871795,P4L4I1070, helped with my skin discolorations,P4R830,5,No,Yes,No,10,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I1, very dry T-Zone quickly,43,41,4.926829268,4.930232558,P4L4I625, very dry,P4R833,5,Yes,Yes,No,13,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I41, moisturizing cream,11,11,5,5,P4L4I1071, heals the cracked skin,P4R833,5,Yes,Yes,No,13,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I1, very dry T-Zone quickly,28,27,4.925925926,4.892857143,P4L4I1072, doesn’t cause my face to break out,P4R833,5,Yes,Yes,No,13,0,,Acne
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I12,Packaging,20,17,4.3,4.294117647,P4L3I1, very dry T-Zone quickly,15,13,4.230769231,4.2,P4L4I1073, seal on the tub,P4R833,5,Yes,Yes,No,13,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I17, No bumps or acne,14,14,4.714285714,4.714285714,P4L4I1074, have rosacea,P4R834,5,No,Yes,No,11,0,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I34, because I started watching a lot of skincare,7,7,4,4,P4L4I39,,P4R834,5,No,Yes,No,11,0,,Blackheads
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I13, have eczema,12,12,5,5,P4L4I1075, absolutely live by this cream,P4R834,5,No,Yes,No,11,0,,Blackheads
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I2, combination acne prone skin,25,25,4.88,4.88,P4L4I69, acne prone skin,P4R835,5,No,Yes,No,18,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I1, very dry T-Zone quickly,28,27,4.925925926,4.892857143,P4L4I1076, doesn’t cause breakouts,P4R835,5,No,Yes,No,18,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I15, sensitive dry/combo skin,35,35,4.657142857,4.657142857,P4L4I1077, does moisturize my skin,P4R844,5,No,Yes,No,1,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I2, combination acne prone skin,11,10,4.7,4.727272727,P4L4I1078, formula is great,P4R844,5,No,Yes,No,1,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I1, very dry T-Zone quickly,12,9,4.888888889,4.833333333,P4L4I1079, not really watery,P4R844,5,No,Yes,No,1,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I43, dry ski,47,44,4.840909091,4.85106383,P4L4I173, sensitive skin,P4R845,5,Yes,Yes,No,5,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I59, not greasy,5,5,5,5,P4L4I1080, doesn’t irritate or break me out,P4R845,5,Yes,Yes,No,5,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I7, Age is [35],47,46,4.760869565,4.744680851,P4L4I527, so hydrating,P4R849,5,No,Yes,No,7,2,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I45, does NOT leave skin oily/greasy,13,13,5,5,P4L4I1081, CereVe moisturizer for a try since,P4R849,5,No,Yes,No,7,2,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I9, redness gone,38,33,4.666666667,4.710526316,P4L4I1082, suffering when,P4R850,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I28, very moisturizing,39,37,4.783783784,4.794871795,P4L4I1083, seen tremendous improvements in the texture of my skin,P4R850,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I5, Very gentle,22,22,4.818181818,4.818181818,P4L4I1084, very smooth and soft,P4R850,5,No,Yes,No,2,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I39, reduced redness,20,19,4.684210526,4.7,P4L4I1085, recently moved to a drier climate,P4R850,5,No,Yes,No,2,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I3, calm any redness,31,31,4.838709677,4.838709677,P4L4I1086, winter came around,P4R850,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I1, very dry T-Zone quickly,28,27,4.925925926,4.892857143,P4L4I213, does not clog my pores,P4R850,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I53, protect and nourish my damaged moisture,12,11,4.818181818,4.833333333,P4L4I1087, extremely dry hands,P4R854,5,Yes,Yes,No,10,9,25-34,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I52, doesn't feel too heavy,13,13,4.846153846,4.846153846,P4L4I1088, wintery itching,P4R854,5,Yes,Yes,No,10,9,25-34,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I41, moisturizing cream,11,11,5,5,P4L4I1089, cracks open,P4R854,5,Yes,Yes,No,10,9,25-34,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I11, never caused an acne flare,25,25,4.44,4.44,P4L4I1090, only found out today,P4R854,5,Yes,Yes,No,10,9,25-34,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I56, oily skin but now I’m pretty sure I was,27,27,4.62962963,4.62962963,P4L4I788, very dry skin,P4R855,1,No,No,No,28,1,,Dullness
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I8,Demographic,4,2,1,1,P4L3I1, very dry T-Zone quickly,4,2,1,1,P4L4I1091, winter,P4R855,1,No,No,No,28,1,,Dullness
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I8,Demographic,4,2,1,1,P4L3I1, very dry T-Zone quickly,4,2,1,1,P4L4I39,,P4R855,1,No,No,No,28,1,,Dullness
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I1, very dry T-Zone quickly,29,27,2.037037037,2,P4L4I1092, my pores were incredibly clogged,P4R855,1,No,No,No,28,1,,Dullness
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I2, combination acne prone skin,16,16,2.375,2.375,P4L4I1093, broke out worse than ever,P4R855,1,No,No,No,28,1,,Dullness
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I21, thicker,19,19,4.947368421,4.947368421,P4L4I1094, normal to oily skin,P4R863,5,No,Yes,No,2,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I4,Price,81,78,4.925925926,4.923076923,P4L3I1, very dry T-Zone quickly,14,14,5,5,P4L4I1095, your money’s worth,P4R863,5,No,Yes,No,2,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I12,Packaging,51,46,4.784313725,4.804347826,P4L3I13, have eczema,6,6,5,5,P4L4I1096, comes with a lot of product,P4R863,5,No,Yes,No,2,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I2, combination acne prone skin,11,10,4.7,4.727272727,P4L4I1097, ingredients are safe f,P4R863,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I11, never caused an acne flare,15,15,4.733333333,4.733333333,P4L4I1098, does not break me out,P4R863,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I2, combination acne prone skin,25,25,4.88,4.88,P4L4I188, acne prone,P4R864,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I34, because I started watching a lot of skincare,7,7,4,4,P4L4I39,,P4R864,5,No,Yes,No,2,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I5, Very gentle,15,15,4.933333333,4.933333333,P4L4I1099, this winter my skin has been,P4R864,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I11, never caused an acne flare,15,15,4.733333333,4.733333333,P4L4I1100, this hasn't broken my skin out at all,P4R864,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I60, Great price for an amazing product,7,7,4.857142857,4.857142857,P4L4I1101, atopic dermatitis,P4R865,5,No,Yes,No,5,1,,Cellulite
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I56, oily skin but now I’m pretty sure I was,27,27,4.62962963,4.62962963,P4L4I793, extremely dry skin,P4R866,4,No,Yes,Yes,2,32,,Aging
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I12,Packaging,20,17,4.3,4.294117647,P4L3I1, very dry T-Zone quickly,15,13,4.230769231,4.2,P4L4I1102, appeareance-it looks medicinal,P4R866,4,No,Yes,Yes,2,32,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I2, combination acne prone skin,25,25,4.88,4.88,P4L4I69, acne prone skin,P4R870,5,No,Yes,No,7,15,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I6, price is worth it,17,17,4.294117647,4.294117647,P4L4I1103, pretty combination skin,P4R870,5,No,Yes,No,7,15,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I5, Very gentle,35,34,4.882352941,4.885714286,P4L4I1104, can’t believe I didn’t hear about this earlier,P4R870,5,No,Yes,No,7,15,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I3, calm any redness,31,31,4.838709677,4.838709677,P4L4I108, winter months,P4R870,5,No,Yes,No,7,15,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I11,Application,127,121,4.779527559,4.785123967,P4L3I12, recommend trying this product,16,16,4.6875,4.6875,P4L4I1105, my skin is flaming everywhere,P4R870,5,No,Yes,No,7,15,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I56, oily skin but now I’m pretty sure I was,27,27,4.62962963,4.62962963,P4L4I793, extremely dry skin,P4R872,5,No,Yes,No,1,0,,Dullness
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I6,Purchase,63,60,4.936507937,4.933333333,P4L3I5, Very gentle,16,16,4.9375,4.9375,P4L4I1106, fifth jar of this stuff!,P4R872,5,No,Yes,No,1,0,,Dullness
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I15, sensitive dry/combo skin,35,35,4.657142857,4.657142857,P4L4I1107, best cream for dry skin,P4R875,5,Yes,Yes,No,5,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I51,,11,10,5,5,P4L4I1108, my feet were incredibly dr,P4R875,5,Yes,Yes,No,5,0,,Aging
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I16, Thank you First Aid Beauty!!,13,13,4.846153846,4.846153846,P4L4I1109, highly recommend,P4R875,5,Yes,Yes,No,5,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I28, very moisturizing,39,37,4.783783784,4.794871795,P4L4I1110, affected my skin badly,P4R879,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I3, calm any redness,37,36,4.916666667,4.918918919,P4L4I1111, skin would get red,P4R879,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I9, redness gone,38,33,4.666666667,4.710526316,P4L4I1112, Totally recommend,P4R879,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I13, have eczema,68,67,4.865671642,4.867647059,P4L4I1113, My daughter has Eczema,P4R880,5,Yes,Yes,No,2,0,,
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I4, dark acne scars,21,20,4.95,4.952380952,P4L4I1114, scarring/scaliness on them almost completely healed up,P4R881,5,No,Yes,No,0,1,,Aging
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I4,Price,13,13,3.846153846,3.846153846,P4L3I1, very dry T-Zone quickly,13,13,3.846153846,3.846153846,P4L4I1115, price is hefty,P4R881,5,No,Yes,No,0,1,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I18, laneige water cream for a year,14,13,4.692307692,4.714285714,P4L4I1116, suffered bad irritation from a cleanser,P4R882,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I28, very moisturizing,39,37,4.783783784,4.794871795,P4L4I1117, helped my skin bounce back,P4R882,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I9, redness gone,38,33,4.666666667,4.710526316,P4L4I1118, softens the scales,P4R885,5,No,Yes,No,0,0,,Dark Circles
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I9, redness gone,38,33,4.666666667,4.710526316,P4L4I1119, soothes the burn,P4R885,5,No,Yes,No,0,0,,Dark Circles
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I51,,11,10,5,5,P4L4I1120, awful heels,P4R886,5,No,Yes,No,1,1,,
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I41, moisturizing cream,11,11,5,5,P4L4I1121, dry cracked skin,P4R886,5,No,Yes,No,1,1,,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I5, Very gentle,11,11,4.363636364,4.363636364,P4L4I1122, fragrance is mild but neutral,P4R886,5,No,Yes,No,1,1,,
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I39, reduced redness,21,21,4.857142857,4.857142857,P4L4I1123, my dry,P4R887,5,Yes,Yes,No,5,0,45-54,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I41, moisturizing cream,11,11,5,5,P4L4I1124, cracking skin,P4R887,5,Yes,Yes,No,5,0,45-54,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I17, No bumps or acne,14,14,4.714285714,4.714285714,P4L4I1125, who has rosacea sensitive skin,P4R887,5,Yes,Yes,No,5,0,45-54,Aging
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I13, have eczema,12,12,5,5,P4L4I1126, cream has more bang for your hard earned money,P4R887,5,Yes,Yes,No,5,0,45-54,Aging
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,22,16,4.3125,4.5,P4L4I1127, Kate Somerville dry skin savior,P4R887,5,Yes,Yes,No,5,0,45-54,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I50, to buy the value size about 2 months ago,58,57,4.789473684,4.793103448,P4L4I447, dry skin,P4R888,5,No,Yes,No,0,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I52, doesn't feel too heavy,13,13,4.846153846,4.846153846,P4L4I1128, eliminate the itching,P4R888,5,No,Yes,No,0,0,,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I8, fungal acne,19,18,4.277777778,4.315789474,P4L4I1129, had a sample of this,P4R888,5,No,Yes,No,0,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I13, have eczema,68,67,4.865671642,4.867647059,P4L4I1130, worst eczema on my hands,P4R889,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I10, broken out of my forehead and this product made me break out,20,18,5,5,P4L4I1131, worst razor rash,P4R889,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I13, have eczema,68,67,4.865671642,4.867647059,P4L4I1040, issues with eczema,P4R891,5,No,Yes,No,2,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I11,Application,127,121,4.779527559,4.785123967,P4L3I5, Very gentle,16,15,4.866666667,4.8125,P4L4I199, my face,P4R891,5,No,Yes,No,2,0,,Acne
Positive,P4L1I1,Application,440,421,4.781818182,4.790973872,P4L2I11,Application,127,121,4.779527559,4.785123967,P4L3I7, Age is [35],20,20,4.7,4.7,P4L4I1132, body to keep hydrated,P4R891,5,No,Yes,No,2,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I13, have eczema,68,67,4.865671642,4.867647059,P4L4I1055, eczema on my hands,P4R894,5,No,Yes,No,0,0,,Dark Circles
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I1, very dry T-Zone quickly,43,41,4.926829268,4.930232558,P4L4I171, dry,P4R894,5,No,Yes,No,0,0,,Dark Circles
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I41, moisturizing cream,11,11,5,5,P4L4I1133, itchy and cracked skin,P4R894,5,No,Yes,No,0,0,,Dark Circles
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I28, very moisturizing,39,37,4.783783784,4.794871795,P4L4I1134, leaving my skin feeling,P4R896,4,No,Yes,Yes,0,0,,Aging
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I1, very dry T-Zone quickly,43,41,4.926829268,4.930232558,P4L4I171, dry,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I21, thicker,19,19,4.947368421,4.947368421,P4L4I1135, and very oily skin,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I27, absorbs very well,24,24,4.958333333,4.958333333,P4L4I1136, painful cystic acne,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I5, Very gentle,35,34,4.882352941,4.885714286,P4L4I1137, TREAT YOURSELF,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I32, absorbs it immediately,3,3,5,5,P4L4I1138, thanks First Aid Beauty,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I14,Performance,84,74,4.928571429,4.932432432,P4L3I4, dark acne scars,28,23,4.956521739,4.964285714,P4L4I1139, helped my skin issues tremendously,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I1, very dry T-Zone quickly,12,9,4.888888889,4.833333333,P4L4I1140, has no fillers,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I1, very dry T-Zone quickly,12,9,4.888888889,4.833333333,P4L4I1141, parabens,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I1, very dry T-Zone quickly,12,9,4.888888889,4.833333333,P4L4I1035, fragrance,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I10,Brand,34,30,4.764705882,4.766666667,P4L3I1, very dry T-Zone quickly,7,7,5,5,P4L4I1142, Thanks First Aid Beauty,P4R901,5,No,Yes,No,0,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I10, broken out of my forehead and this product made me break out,20,18,5,5,P4L4I1143, bumpy KP skin,P4R902,5,No,Yes,No,1,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I51,,11,10,5,5,P4L4I1144, arms have not been this clear,P4R902,5,No,Yes,No,1,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I15, sensitive dry/combo skin,35,35,4.657142857,4.657142857,P4L4I1145, great moisturizer,P4R902,5,No,Yes,No,1,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I3,Sentiment,133,131,4.947368421,4.946564885,P4L3I13, have eczema,12,12,5,5,P4L4I1146, Its really hard to find creams,P4R902,5,No,Yes,No,1,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I1, very dry T-Zone quickly,26,26,4.846153846,4.846153846,P4L4I1147, doesn’t smell bad either!,P4R902,5,No,Yes,No,1,0,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I2,Skin,896,871,4.819196429,4.815154994,P4L3I32, absorbs it immediately,14,13,4.769230769,4.785714286,P4L4I1148, saved my and my friends dry flakey skin,P4R904,5,No,Yes,No,0,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I10,Brand,34,30,4.764705882,4.766666667,P4L3I5, Very gentle,27,23,4.695652174,4.703703704,P4L4I1149, begin using this brand at the same time,P4R904,5,No,Yes,No,0,0,,Acne
